V4_0,Time_codelist,Time,Geography_codelist,Geography,Age_codelist,Age,Sex_codelist,Sex
346558,Year,2014,K04000001,England and Wales,5,5,2,Female
709836,Year,2014,K04000001,England and Wales,5,5,0,All
353652,Year,2015,K04000001,England and Wales,5,5,2,Female
370477,Year,2015,K04000001,England and Wales,5,5,1,Male
724129,Year,2015,K04000001,England and Wales,5,5,0,All
355597,Year,2016,K04000001,England and Wales,6,6,2,Female
372624,Year,2016,K04000001,England and Wales,6,6,1,Male
728221,Year,2016,K04000001,England and Wales,6,6,0,All
336116,Year,2013,K04000001,England and Wales,6,6,2,Female
353388,Year,2013,K04000001,England and Wales,6,6,1,Male
689504,Year,2013,K04000001,England and Wales,6,6,0,All
349466,Year,2014,K04000001,England and Wales,6,6,2,Female
366804,Year,2014,K04000001,England and Wales,6,6,1,Male
716270,Year,2014,K04000001,England and Wales,6,6,0,All
348529,Year,2015,K04000001,England and Wales,6,6,2,Female
713780,Year,2015,K04000001,England and Wales,6,6,0,All
365251,Year,2015,K04000001,England and Wales,6,6,1,Male
350334,Year,2016,K04000001,England and Wales,7,7,2,Female
367332,Year,2016,K04000001,England and Wales,7,7,1,Male
717666,Year,2016,K04000001,England and Wales,7,7,0,All
330043,Year,2013,K04000001,England and Wales,7,7,2,Female
345749,Year,2013,K04000001,England and Wales,7,7,1,Male
675792,Year,2013,K04000001,England and Wales,7,7,0,All
337853,Year,2014,K04000001,England and Wales,7,7,2,Female
355224,Year,2014,K04000001,England and Wales,7,7,1,Male
693077,Year,2014,K04000001,England and Wales,7,7,0,All
351313,Year,2015,K04000001,England and Wales,7,7,2,Female
368849,Year,2015,K04000001,England and Wales,7,7,1,Male
720162,Year,2015,K04000001,England and Wales,7,7,0,All
353002,Year,2016,K04000001,England and Wales,8,8,2,Female
370751,Year,2016,K04000001,England and Wales,8,8,1,Male
723753,Year,2016,K04000001,England and Wales,8,8,0,All
331031,Year,2013,K04000001,England and Wales,8,8,1,Male
316165,Year,2013,K04000001,England and Wales,8,8,2,Female
647196,Year,2013,K04000001,England and Wales,8,8,0,All
331648,Year,2014,K04000001,England and Wales,8,8,2,Female
347486,Year,2014,K04000001,England and Wales,8,8,1,Male
679134,Year,2014,K04000001,England and Wales,8,8,0,All
339461,Year,2015,K04000001,England and Wales,8,8,2,Female
357193,Year,2015,K04000001,England and Wales,8,8,1,Male
696654,Year,2015,K04000001,England and Wales,8,8,0,All
341024,Year,2016,K04000001,England and Wales,9,9,2,Female
359280,Year,2016,K04000001,England and Wales,9,9,1,Male
700304,Year,2016,K04000001,England and Wales,9,9,0,All
310395,Year,2013,K04000001,England and Wales,9,9,2,Female
325128,Year,2013,K04000001,England and Wales,9,9,1,Male
635523,Year,2013,K04000001,England and Wales,9,9,0,All
317719,Year,2014,K04000001,England and Wales,9,9,2,Female
650372,Year,2014,K04000001,England and Wales,9,9,0,All
332653,Year,2014,K04000001,England and Wales,9,9,1,Male
333250,Year,2015,K04000001,England and Wales,9,9,2,Female
349291,Year,2015,K04000001,England and Wales,9,9,1,Male
682541,Year,2015,K04000001,England and Wales,9,9,0,All
334884,Year,2016,K04000001,England and Wales,10,10,2,Female
351442,Year,2016,K04000001,England and Wales,10,10,1,Male
686326,Year,2016,K04000001,England and Wales,10,10,0,All
300721,Year,2013,K04000001,England and Wales,10,10,2,Female
617115,Year,2013,K04000001,England and Wales,10,10,0,All
316394,Year,2013,K04000001,England and Wales,10,10,1,Male
312032,Year,2014,K04000001,England and Wales,10,10,2,Female
326681,Year,2014,K04000001,England and Wales,10,10,1,Male
638713,Year,2014,K04000001,England and Wales,10,10,0,All
319355,Year,2015,K04000001,England and Wales,10,10,2,Female
334541,Year,2015,K04000001,England and Wales,10,10,1,Male
321212,Year,2016,K04000001,England and Wales,11,11,2,Female
653896,Year,2015,K04000001,England and Wales,10,10,0,All
336657,Year,2016,K04000001,England and Wales,11,11,1,Male
657869,Year,2016,K04000001,England and Wales,11,11,0,All
295664,Year,2013,K04000001,England and Wales,11,11,2,Female
310660,Year,2013,K04000001,England and Wales,11,11,1,Male
606324,Year,2013,K04000001,England and Wales,11,11,0,All
302458,Year,2014,K04000001,England and Wales,11,11,2,Female
318061,Year,2014,K04000001,England and Wales,11,11,1,Male
620519,Year,2014,K04000001,England and Wales,11,11,0,All
313887,Year,2015,K04000001,England and Wales,11,11,2,Female
328736,Year,2015,K04000001,England and Wales,11,11,1,Male
642623,Year,2015,K04000001,England and Wales,11,11,0,All
315838,Year,2016,K04000001,England and Wales,12,12,2,Female
330926,Year,2016,K04000001,England and Wales,12,12,1,Male
646764,Year,2016,K04000001,England and Wales,12,12,0,All
304533,Year,2013,K04000001,England and Wales,12,12,2,Female
318034,Year,2013,K04000001,England and Wales,12,12,1,Male
622567,Year,2013,K04000001,England and Wales,12,12,0,All
297573,Year,2014,K04000001,England and Wales,12,12,2,Female
312413,Year,2014,K04000001,England and Wales,12,12,1,Male
609986,Year,2014,K04000001,England and Wales,12,12,0,All
304380,Year,2015,K04000001,England and Wales,12,12,2,Female
320067,Year,2015,K04000001,England and Wales,12,12,1,Male
624447,Year,2015,K04000001,England and Wales,12,12,0,All
306263,Year,2016,K04000001,England and Wales,13,13,2,Female
628447,Year,2016,K04000001,England and Wales,13,13,0,All
322184,Year,2016,K04000001,England and Wales,13,13,1,Male
311591,Year,2013,K04000001,England and Wales,13,13,2,Female
327294,Year,2013,K04000001,England and Wales,13,13,1,Male
638885,Year,2013,K04000001,England and Wales,13,13,0,All
306343,Year,2014,K04000001,England and Wales,13,13,2,Female
319871,Year,2014,K04000001,England and Wales,13,13,1,Male
626214,Year,2014,K04000001,England and Wales,13,13,0,All
314445,Year,2015,K04000001,England and Wales,13,13,1,Male
299498,Year,2015,K04000001,England and Wales,13,13,2,Female
613943,Year,2015,K04000001,England and Wales,13,13,0,All
301097,Year,2016,K04000001,England and Wales,14,14,2,Female
316870,Year,2016,K04000001,England and Wales,14,14,1,Male
617967,Year,2016,K04000001,England and Wales,14,14,0,All
321383,Year,2013,K04000001,England and Wales,14,14,2,Female
337499,Year,2013,K04000001,England and Wales,14,14,1,Male
658882,Year,2013,K04000001,England and Wales,14,14,0,All
329404,Year,2014,K04000001,England and Wales,14,14,1,Male
313310,Year,2014,K04000001,England and Wales,14,14,2,Female
642714,Year,2014,K04000001,England and Wales,14,14,0,All
308136,Year,2015,K04000001,England and Wales,14,14,2,Female
322203,Year,2015,K04000001,England and Wales,14,14,1,Male
630339,Year,2015,K04000001,England and Wales,14,14,0,All
310133,Year,2016,K04000001,England and Wales,15,15,2,Female
325297,Year,2016,K04000001,England and Wales,15,15,1,Male
635430,Year,2016,K04000001,England and Wales,15,15,0,All
325305,Year,2013,K04000001,England and Wales,15,15,2,Female
341911,Year,2013,K04000001,England and Wales,15,15,1,Male
667216,Year,2013,K04000001,England and Wales,15,15,0,All
323175,Year,2014,K04000001,England and Wales,15,15,2,Female
339755,Year,2014,K04000001,England and Wales,15,15,1,Male
662930,Year,2014,K04000001,England and Wales,15,15,0,All
315218,Year,2015,K04000001,England and Wales,15,15,2,Female
647287,Year,2015,K04000001,England and Wales,15,15,0,All
332069,Year,2015,K04000001,England and Wales,15,15,1,Male
317338,Year,2016,K04000001,England and Wales,16,16,2,Female
335163,Year,2016,K04000001,England and Wales,16,16,1,Male
652501,Year,2016,K04000001,England and Wales,16,16,0,All
334321,Year,2013,K04000001,England and Wales,16,16,2,Female
351534,Year,2013,K04000001,England and Wales,16,16,1,Male
685855,Year,2013,K04000001,England and Wales,16,16,0,All
327259,Year,2014,K04000001,England and Wales,16,16,2,Female
344125,Year,2014,K04000001,England and Wales,16,16,1,Male
671384,Year,2014,K04000001,England and Wales,16,16,0,All
325073,Year,2015,K04000001,England and Wales,16,16,2,Female
342463,Year,2015,K04000001,England and Wales,16,16,1,Male
327868,Year,2016,K04000001,England and Wales,17,17,2,Female
667536,Year,2015,K04000001,England and Wales,16,16,0,All
674503,Year,2016,K04000001,England and Wales,17,17,0,All
346635,Year,2016,K04000001,England and Wales,17,17,1,Male
354191,Year,2013,K04000001,England and Wales,17,17,1,Male
332213,Year,2013,K04000001,England and Wales,17,17,2,Female
686404,Year,2013,K04000001,England and Wales,17,17,0,All
336676,Year,2014,K04000001,England and Wales,17,17,2,Female
354853,Year,2014,K04000001,England and Wales,17,17,1,Male
691529,Year,2014,K04000001,England and Wales,17,17,0,All
329987,Year,2015,K04000001,England and Wales,17,17,2,Female
347818,Year,2015,K04000001,England and Wales,17,17,1,Male
333753,Year,2016,K04000001,England and Wales,18,18,2,Female
677805,Year,2015,K04000001,England and Wales,17,17,0,All
352441,Year,2016,K04000001,England and Wales,18,18,1,Male
686194,Year,2016,K04000001,England and Wales,18,18,0,All
335031,Year,2013,K04000001,England and Wales,18,18,2,Female
353039,Year,2013,K04000001,England and Wales,18,18,1,Male
688070,Year,2013,K04000001,England and Wales,18,18,0,All
335523,Year,2014,K04000001,England and Wales,18,18,2,Female
357965,Year,2014,K04000001,England and Wales,18,18,1,Male
693488,Year,2014,K04000001,England and Wales,18,18,0,All
340574,Year,2015,K04000001,England and Wales,18,18,2,Female
359255,Year,2015,K04000001,England and Wales,18,18,1,Male
699829,Year,2015,K04000001,England and Wales,18,18,0,All
346804,Year,2016,K04000001,England and Wales,19,19,2,Female
366462,Year,2016,K04000001,England and Wales,19,19,1,Male
713266,Year,2016,K04000001,England and Wales,19,19,0,All
350343,Year,2013,K04000001,England and Wales,19,19,2,Female
719148,Year,2013,K04000001,England and Wales,19,19,0,All
368805,Year,2013,K04000001,England and Wales,19,19,1,Male
340908,Year,2014,K04000001,England and Wales,19,19,2,Female
359162,Year,2014,K04000001,England and Wales,19,19,1,Male
700070,Year,2014,K04000001,England and Wales,19,19,0,All
342067,Year,2015,K04000001,England and Wales,19,19,2,Female
364756,Year,2015,K04000001,England and Wales,19,19,1,Male
348711,Year,2016,K04000001,England and Wales,20,20,2,Female
706823,Year,2015,K04000001,England and Wales,19,19,0,All
373173,Year,2016,K04000001,England and Wales,20,20,1,Male
721884,Year,2016,K04000001,England and Wales,20,20,0,All
357535,Year,2013,K04000001,England and Wales,20,20,2,Female
371910,Year,2013,K04000001,England and Wales,20,20,1,Male
729445,Year,2013,K04000001,England and Wales,20,20,0,All
356629,Year,2014,K04000001,England and Wales,20,20,2,Female
375776,Year,2014,K04000001,England and Wales,20,20,1,Male
732405,Year,2014,K04000001,England and Wales,20,20,0,All
367210,Year,2015,K04000001,England and Wales,20,20,1,Male
347962,Year,2015,K04000001,England and Wales,20,20,2,Female
715172,Year,2015,K04000001,England and Wales,20,20,0,All
352464,Year,2016,K04000001,England and Wales,21,21,2,Female
374818,Year,2016,K04000001,England and Wales,21,21,1,Male
727282,Year,2016,K04000001,England and Wales,21,21,0,All
374507,Year,2013,K04000001,England and Wales,21,21,2,Female
382934,Year,2013,K04000001,England and Wales,21,21,1,Male
757441,Year,2013,K04000001,England and Wales,21,21,0,All
362068,Year,2014,K04000001,England and Wales,21,21,2,Female
378275,Year,2014,K04000001,England and Wales,21,21,1,Male
740343,Year,2014,K04000001,England and Wales,21,21,0,All
362254,Year,2015,K04000001,England and Wales,21,21,2,Female
383113,Year,2015,K04000001,England and Wales,21,21,1,Male
745367,Year,2015,K04000001,England and Wales,21,21,0,All
390705,Year,2016,K04000001,England and Wales,22,22,1,Male
368099,Year,2016,K04000001,England and Wales,22,22,2,Female
758804,Year,2016,K04000001,England and Wales,22,22,0,All
384022,Year,2013,K04000001,England and Wales,22,22,2,Female
399816,Year,2013,K04000001,England and Wales,22,22,1,Male
783838,Year,2013,K04000001,England and Wales,22,22,0,All
380577,Year,2014,K04000001,England and Wales,22,22,2,Female
389014,Year,2014,K04000001,England and Wales,22,22,1,Male
769591,Year,2014,K04000001,England and Wales,22,22,0,All
369424,Year,2015,K04000001,England and Wales,22,22,2,Female
755077,Year,2015,K04000001,England and Wales,22,22,0,All
385653,Year,2015,K04000001,England and Wales,22,22,1,Male
375506,Year,2016,K04000001,England and Wales,23,23,2,Female
768520,Year,2016,K04000001,England and Wales,23,23,0,All
393014,Year,2016,K04000001,England and Wales,23,23,1,Male
381144,Year,2013,K04000001,England and Wales,23,23,2,Female
396916,Year,2013,K04000001,England and Wales,23,23,1,Male
778060,Year,2013,K04000001,England and Wales,23,23,0,All
390034,Year,2014,K04000001,England and Wales,23,23,2,Female
405559,Year,2014,K04000001,England and Wales,23,23,1,Male
795593,Year,2014,K04000001,England and Wales,23,23,0,All
387973,Year,2015,K04000001,England and Wales,23,23,2,Female
395818,Year,2015,K04000001,England and Wales,23,23,1,Male
783791,Year,2015,K04000001,England and Wales,23,23,0,All
392488,Year,2016,K04000001,England and Wales,24,24,2,Female
402062,Year,2016,K04000001,England and Wales,24,24,1,Male
794550,Year,2016,K04000001,England and Wales,24,24,0,All
389408,Year,2013,K04000001,England and Wales,24,24,1,Male
383526,Year,2013,K04000001,England and Wales,24,24,2,Female
772934,Year,2013,K04000001,England and Wales,24,24,0,All
385300,Year,2014,K04000001,England and Wales,24,24,2,Female
400763,Year,2014,K04000001,England and Wales,24,24,1,Male
786063,Year,2014,K04000001,England and Wales,24,24,0,All
395781,Year,2015,K04000001,England and Wales,24,24,2,Female
411283,Year,2015,K04000001,England and Wales,24,24,1,Male
399410,Year,2016,K04000001,England and Wales,25,25,2,Female
807064,Year,2015,K04000001,England and Wales,24,24,0,All
417030,Year,2016,K04000001,England and Wales,25,25,1,Male
816440,Year,2016,K04000001,England and Wales,25,25,0,All
390886,Year,2013,K04000001,England and Wales,25,25,2,Female
391983,Year,2013,K04000001,England and Wales,25,25,1,Male
782869,Year,2013,K04000001,England and Wales,25,25,0,All
386902,Year,2014,K04000001,England and Wales,25,25,2,Female
393300,Year,2014,K04000001,England and Wales,25,25,1,Male
780202,Year,2014,K04000001,England and Wales,25,25,0,All
389857,Year,2015,K04000001,England and Wales,25,25,2,Female
405948,Year,2015,K04000001,England and Wales,25,25,1,Male
795805,Year,2015,K04000001,England and Wales,25,25,0,All
411124,Year,2016,K04000001,England and Wales,26,26,1,Male
393569,Year,2016,K04000001,England and Wales,26,26,2,Female
804693,Year,2016,K04000001,England and Wales,26,26,0,All
386401,Year,2013,K04000001,England and Wales,26,26,2,Female
767157,Year,2013,K04000001,England and Wales,26,26,0,All
380756,Year,2013,K04000001,England and Wales,26,26,1,Male
393921,Year,2014,K04000001,England and Wales,26,26,2,Female
395587,Year,2014,K04000001,England and Wales,26,26,1,Male
789508,Year,2014,K04000001,England and Wales,26,26,0,All
391474,Year,2015,K04000001,England and Wales,26,26,2,Female
397787,Year,2015,K04000001,England and Wales,26,26,1,Male
789261,Year,2015,K04000001,England and Wales,26,26,0,All
402765,Year,2016,K04000001,England and Wales,27,27,1,Male
394773,Year,2016,K04000001,England and Wales,27,27,2,Female
797538,Year,2016,K04000001,England and Wales,27,27,0,All
387180,Year,2013,K04000001,England and Wales,27,27,2,Female
389805,Year,2013,K04000001,England and Wales,27,27,1,Male
776985,Year,2013,K04000001,England and Wales,27,27,0,All
389318,Year,2014,K04000001,England and Wales,27,27,2,Female
383485,Year,2014,K04000001,England and Wales,27,27,1,Male
772803,Year,2014,K04000001,England and Wales,27,27,0,All
398454,Year,2015,K04000001,England and Wales,27,27,2,Female
399930,Year,2015,K04000001,England and Wales,27,27,1,Male
798384,Year,2015,K04000001,England and Wales,27,27,0,All
401735,Year,2016,K04000001,England and Wales,28,28,2,Female
404393,Year,2016,K04000001,England and Wales,28,28,1,Male
806128,Year,2016,K04000001,England and Wales,28,28,0,All
389580,Year,2013,K04000001,England and Wales,28,28,2,Female
781376,Year,2013,K04000001,England and Wales,28,28,0,All
391796,Year,2013,K04000001,England and Wales,28,28,1,Male
389566,Year,2014,K04000001,England and Wales,28,28,2,Female
392176,Year,2014,K04000001,England and Wales,28,28,1,Male
781742,Year,2014,K04000001,England and Wales,28,28,0,All
393213,Year,2015,K04000001,England and Wales,28,28,2,Female
387025,Year,2015,K04000001,England and Wales,28,28,1,Male
780238,Year,2015,K04000001,England and Wales,28,28,0,All
396097,Year,2016,K04000001,England and Wales,29,29,2,Female
391582,Year,2016,K04000001,England and Wales,29,29,1,Male
787679,Year,2016,K04000001,England and Wales,29,29,0,All
383761,Year,2013,K04000001,England and Wales,29,29,2,Female
382003,Year,2013,K04000001,England and Wales,29,29,1,Male
765764,Year,2013,K04000001,England and Wales,29,29,0,All
392033,Year,2014,K04000001,England and Wales,29,29,2,Female
394195,Year,2014,K04000001,England and Wales,29,29,1,Male
786228,Year,2014,K04000001,England and Wales,29,29,0,All
396008,Year,2015,K04000001,England and Wales,29,29,1,Male
393327,Year,2015,K04000001,England and Wales,29,29,2,Female
789335,Year,2015,K04000001,England and Wales,29,29,0,All
395598,Year,2016,K04000001,England and Wales,30,30,2,Female
794888,Year,2016,K04000001,England and Wales,30,30,0,All
399290,Year,2016,K04000001,England and Wales,30,30,1,Male
389005,Year,2013,K04000001,England and Wales,30,30,2,Female
384615,Year,2013,K04000001,England and Wales,30,30,1,Male
773620,Year,2013,K04000001,England and Wales,30,30,0,All
383515,Year,2014,K04000001,England and Wales,30,30,1,Male
385457,Year,2014,K04000001,England and Wales,30,30,2,Female
768972,Year,2014,K04000001,England and Wales,30,30,0,All
394938,Year,2015,K04000001,England and Wales,30,30,2,Female
396594,Year,2015,K04000001,England and Wales,30,30,1,Male
791532,Year,2015,K04000001,England and Wales,30,30,0,All
396068,Year,2016,K04000001,England and Wales,31,31,2,Female
399829,Year,2016,K04000001,England and Wales,31,31,1,Male
795897,Year,2016,K04000001,England and Wales,31,31,0,All
389799,Year,2013,K04000001,England and Wales,31,31,2,Female
383889,Year,2013,K04000001,England and Wales,31,31,1,Male
773688,Year,2013,K04000001,England and Wales,31,31,0,All
389957,Year,2014,K04000001,England and Wales,31,31,2,Female
386452,Year,2014,K04000001,England and Wales,31,31,1,Male
776409,Year,2014,K04000001,England and Wales,31,31,0,All
387276,Year,2015,K04000001,England and Wales,31,31,2,Female
773589,Year,2015,K04000001,England and Wales,31,31,0,All
386313,Year,2015,K04000001,England and Wales,31,31,1,Male
388671,Year,2016,K04000001,England and Wales,32,32,2,Female
388869,Year,2016,K04000001,England and Wales,32,32,1,Male
777540,Year,2016,K04000001,England and Wales,32,32,0,All
392857,Year,2013,K04000001,England and Wales,32,32,2,Female
388526,Year,2013,K04000001,England and Wales,32,32,1,Male
781383,Year,2013,K04000001,England and Wales,32,32,0,All
390766,Year,2014,K04000001,England and Wales,32,32,2,Female
385095,Year,2014,K04000001,England and Wales,32,32,1,Male
775861,Year,2014,K04000001,England and Wales,32,32,0,All
391825,Year,2015,K04000001,England and Wales,32,32,2,Female
388578,Year,2015,K04000001,England and Wales,32,32,1,Male
780403,Year,2015,K04000001,England and Wales,32,32,0,All
392842,Year,2016,K04000001,England and Wales,33,33,2,Female
390254,Year,2016,K04000001,England and Wales,33,33,1,Male
783096,Year,2016,K04000001,England and Wales,33,33,0,All
389872,Year,2013,K04000001,England and Wales,33,33,1,Male
393529,Year,2013,K04000001,England and Wales,33,33,2,Female
783401,Year,2013,K04000001,England and Wales,33,33,0,All
393706,Year,2014,K04000001,England and Wales,33,33,2,Female
389438,Year,2014,K04000001,England and Wales,33,33,1,Male
783144,Year,2014,K04000001,England and Wales,33,33,0,All
392387,Year,2015,K04000001,England and Wales,33,33,2,Female
386367,Year,2015,K04000001,England and Wales,33,33,1,Male
393011,Year,2016,K04000001,England and Wales,34,34,2,Female
778754,Year,2015,K04000001,England and Wales,33,33,0,All
387989,Year,2016,K04000001,England and Wales,34,34,1,Male
781000,Year,2016,K04000001,England and Wales,34,34,0,All
376012,Year,2013,K04000001,England and Wales,34,34,2,Female
375438,Year,2013,K04000001,England and Wales,34,34,1,Male
751450,Year,2013,K04000001,England and Wales,34,34,0,All
394214,Year,2014,K04000001,England and Wales,34,34,2,Female
390681,Year,2014,K04000001,England and Wales,34,34,1,Male
784895,Year,2014,K04000001,England and Wales,34,34,0,All
394972,Year,2015,K04000001,England and Wales,34,34,2,Female
390743,Year,2015,K04000001,England and Wales,34,34,1,Male
785715,Year,2015,K04000001,England and Wales,34,34,0,All
395590,Year,2016,K04000001,England and Wales,35,35,2,Female
391988,Year,2016,K04000001,England and Wales,35,35,1,Male
787578,Year,2016,K04000001,England and Wales,35,35,0,All
350027,Year,2013,K04000001,England and Wales,35,35,2,Female
700411,Year,2013,K04000001,England and Wales,35,35,0,All
350384,Year,2013,K04000001,England and Wales,35,35,1,Male
376810,Year,2014,K04000001,England and Wales,35,35,2,Female
375609,Year,2014,K04000001,England and Wales,35,35,1,Male
752419,Year,2014,K04000001,England and Wales,35,35,0,All
395408,Year,2015,K04000001,England and Wales,35,35,2,Female
391686,Year,2015,K04000001,England and Wales,35,35,1,Male
396400,Year,2016,K04000001,England and Wales,36,36,2,Female
787094,Year,2015,K04000001,England and Wales,35,35,0,All
392781,Year,2016,K04000001,England and Wales,36,36,1,Male
789181,Year,2016,K04000001,England and Wales,36,36,0,All
344600,Year,2013,K04000001,England and Wales,36,36,2,Female
345608,Year,2013,K04000001,England and Wales,36,36,1,Male
690208,Year,2013,K04000001,England and Wales,36,36,0,All
350939,Year,2014,K04000001,England and Wales,36,36,2,Female
350437,Year,2014,K04000001,England and Wales,36,36,1,Male
701376,Year,2014,K04000001,England and Wales,36,36,0,All
378207,Year,2015,K04000001,England and Wales,36,36,2,Female
376282,Year,2015,K04000001,England and Wales,36,36,1,Male
754489,Year,2015,K04000001,England and Wales,36,36,0,All
379203,Year,2016,K04000001,England and Wales,37,37,2,Female
377270,Year,2016,K04000001,England and Wales,37,37,1,Male
756473,Year,2016,K04000001,England and Wales,37,37,0,All
351922,Year,2013,K04000001,England and Wales,37,37,2,Female
349479,Year,2013,K04000001,England and Wales,37,37,1,Male
701401,Year,2013,K04000001,England and Wales,37,37,0,All
345551,Year,2014,K04000001,England and Wales,37,37,1,Male
345421,Year,2014,K04000001,England and Wales,37,37,2,Female
690972,Year,2014,K04000001,England and Wales,37,37,0,All
352310,Year,2015,K04000001,England and Wales,37,37,2,Female
351122,Year,2015,K04000001,England and Wales,37,37,1,Male
352900,Year,2016,K04000001,England and Wales,38,38,2,Female
703432,Year,2015,K04000001,England and Wales,37,37,0,All
352172,Year,2016,K04000001,England and Wales,38,38,1,Male
705072,Year,2016,K04000001,England and Wales,38,38,0,All
359257,Year,2013,K04000001,England and Wales,38,38,2,Female
356870,Year,2013,K04000001,England and Wales,38,38,1,Male
716127,Year,2013,K04000001,England and Wales,38,38,0,All
352691,Year,2014,K04000001,England and Wales,38,38,2,Female
349753,Year,2014,K04000001,England and Wales,38,38,1,Male
702444,Year,2014,K04000001,England and Wales,38,38,0,All
346528,Year,2015,K04000001,England and Wales,38,38,2,Female
692830,Year,2015,K04000001,England and Wales,38,38,0,All
346302,Year,2015,K04000001,England and Wales,38,38,1,Male
347188,Year,2016,K04000001,England and Wales,39,39,2,Female
346731,Year,2016,K04000001,England and Wales,39,39,1,Male
693919,Year,2016,K04000001,England and Wales,39,39,0,All
366674,Year,2013,K04000001,England and Wales,39,39,2,Female
362122,Year,2013,K04000001,England and Wales,39,39,1,Male
728796,Year,2013,K04000001,England and Wales,39,39,0,All
356716,Year,2014,K04000001,England and Wales,39,39,1,Male
359824,Year,2014,K04000001,England and Wales,39,39,2,Female
716540,Year,2014,K04000001,England and Wales,39,39,0,All
353811,Year,2015,K04000001,England and Wales,39,39,2,Female
349937,Year,2015,K04000001,England and Wales,39,39,1,Male
703748,Year,2015,K04000001,England and Wales,39,39,0,All
354946,Year,2016,K04000001,England and Wales,40,40,2,Female
705285,Year,2016,K04000001,England and Wales,40,40,0,All
350339,Year,2016,K04000001,England and Wales,40,40,1,Male
382587,Year,2013,K04000001,England and Wales,40,40,2,Female
378605,Year,2013,K04000001,England and Wales,40,40,1,Male
761192,Year,2013,K04000001,England and Wales,40,40,0,All
367313,Year,2014,K04000001,England and Wales,40,40,2,Female
361909,Year,2014,K04000001,England and Wales,40,40,1,Male
729222,Year,2014,K04000001,England and Wales,40,40,0,All
361097,Year,2015,K04000001,England and Wales,40,40,2,Female
357070,Year,2015,K04000001,England and Wales,40,40,1,Male
718167,Year,2015,K04000001,England and Wales,40,40,0,All
361819,Year,2016,K04000001,England and Wales,41,41,2,Female
357150,Year,2016,K04000001,England and Wales,41,41,1,Male
718969,Year,2016,K04000001,England and Wales,41,41,0,All
399045,Year,2013,K04000001,England and Wales,41,41,2,Female
394475,Year,2013,K04000001,England and Wales,41,41,1,Male
793520,Year,2013,K04000001,England and Wales,41,41,0,All
382771,Year,2014,K04000001,England and Wales,41,41,2,Female
378349,Year,2014,K04000001,England and Wales,41,41,1,Male
761120,Year,2014,K04000001,England and Wales,41,41,0,All
367975,Year,2015,K04000001,England and Wales,41,41,2,Female
361981,Year,2015,K04000001,England and Wales,41,41,1,Male
729956,Year,2015,K04000001,England and Wales,41,41,0,All
369274,Year,2016,K04000001,England and Wales,42,42,2,Female
362762,Year,2016,K04000001,England and Wales,42,42,1,Male
732036,Year,2016,K04000001,England and Wales,42,42,0,All
415241,Year,2013,K04000001,England and Wales,42,42,2,Female
404688,Year,2013,K04000001,England and Wales,42,42,1,Male
819929,Year,2013,K04000001,England and Wales,42,42,0,All
399444,Year,2014,K04000001,England and Wales,42,42,2,Female
394397,Year,2014,K04000001,England and Wales,42,42,1,Male
793841,Year,2014,K04000001,England and Wales,42,42,0,All
383488,Year,2015,K04000001,England and Wales,42,42,2,Female
378828,Year,2015,K04000001,England and Wales,42,42,1,Male
762316,Year,2015,K04000001,England and Wales,42,42,0,All
384276,Year,2016,K04000001,England and Wales,43,43,2,Female
379290,Year,2016,K04000001,England and Wales,43,43,1,Male
763566,Year,2016,K04000001,England and Wales,43,43,0,All
404552,Year,2013,K04000001,England and Wales,43,43,2,Female
395228,Year,2013,K04000001,England and Wales,43,43,1,Male
799780,Year,2013,K04000001,England and Wales,43,43,0,All
415247,Year,2014,K04000001,England and Wales,43,43,2,Female
404660,Year,2014,K04000001,England and Wales,43,43,1,Male
819907,Year,2014,K04000001,England and Wales,43,43,0,All
399958,Year,2015,K04000001,England and Wales,43,43,2,Female
394896,Year,2015,K04000001,England and Wales,43,43,1,Male
794854,Year,2015,K04000001,England and Wales,43,43,0,All
400660,Year,2016,K04000001,England and Wales,44,44,2,Female
395756,Year,2016,K04000001,England and Wales,44,44,1,Male
796416,Year,2016,K04000001,England and Wales,44,44,0,All
415119,Year,2013,K04000001,England and Wales,44,44,2,Female
819732,Year,2013,K04000001,England and Wales,44,44,0,All
404613,Year,2013,K04000001,England and Wales,44,44,1,Male
404540,Year,2014,K04000001,England and Wales,44,44,2,Female
395330,Year,2014,K04000001,England and Wales,44,44,1,Male
799870,Year,2014,K04000001,England and Wales,44,44,0,All
415605,Year,2015,K04000001,England and Wales,44,44,2,Female
405438,Year,2015,K04000001,England and Wales,44,44,1,Male
416289,Year,2016,K04000001,England and Wales,45,45,2,Female
821043,Year,2015,K04000001,England and Wales,44,44,0,All
405864,Year,2016,K04000001,England and Wales,45,45,1,Male
822153,Year,2016,K04000001,England and Wales,45,45,0,All
414284,Year,2013,K04000001,England and Wales,45,45,2,Female
404101,Year,2013,K04000001,England and Wales,45,45,1,Male
818385,Year,2013,K04000001,England and Wales,45,45,0,All
415165,Year,2014,K04000001,England and Wales,45,45,2,Female
404612,Year,2014,K04000001,England and Wales,45,45,1,Male
819777,Year,2014,K04000001,England and Wales,45,45,0,All
395897,Year,2015,K04000001,England and Wales,45,45,1,Male
404949,Year,2015,K04000001,England and Wales,45,45,2,Female
800846,Year,2015,K04000001,England and Wales,45,45,0,All
396365,Year,2016,K04000001,England and Wales,46,46,1,Male
