V4_0,Time_codelist,Time,Geography_codelist,Geography,Age_codelist,Age,Sex_codelist,Sex
401337,Year,2016,K03000001,Great Britain,8,8,1,Male
783937,Year,2016,K03000001,Great Britain,8,8,0,All
359604,Year,2013,K03000001,Great Britain,8,8,1,Male
343160,Year,2013,K03000001,Great Britain,8,8,2,Female
702764,Year,2013,K03000001,Great Britain,8,8,0,All
359210,Year,2014,K03000001,Great Britain,8,8,2,Female
376080,Year,2014,K03000001,Great Britain,8,8,1,Male
735290,Year,2014,K03000001,Great Britain,8,8,0,All
367594,Year,2015,K03000001,Great Britain,8,8,2,Female
386631,Year,2015,K03000001,Great Britain,8,8,1,Male
754225,Year,2015,K03000001,Great Britain,8,8,0,All
369296,Year,2016,K03000001,Great Britain,9,9,2,Female
388854,Year,2016,K03000001,Great Britain,9,9,1,Male
758150,Year,2016,K03000001,Great Britain,9,9,0,All
336840,Year,2013,K03000001,Great Britain,9,9,2,Female
353187,Year,2013,K03000001,Great Britain,9,9,1,Male
690027,Year,2013,K03000001,Great Britain,9,9,0,All
344818,Year,2014,K03000001,Great Britain,9,9,2,Female
361315,Year,2014,K03000001,Great Britain,9,9,1,Male
360914,Year,2015,K03000001,Great Britain,9,9,2,Female
706133,Year,2014,K03000001,Great Britain,9,9,0,All
377980,Year,2015,K03000001,Great Britain,9,9,1,Male
738894,Year,2015,K03000001,Great Britain,9,9,0,All
362680,Year,2016,K03000001,Great Britain,10,10,2,Female
380280,Year,2016,K03000001,Great Britain,10,10,1,Male
742960,Year,2016,K03000001,Great Britain,10,10,0,All
326646,Year,2013,K03000001,Great Britain,10,10,2,Female
670023,Year,2013,K03000001,Great Britain,10,10,0,All
343377,Year,2013,K03000001,Great Britain,10,10,1,Male
338562,Year,2014,K03000001,Great Britain,10,10,2,Female
354834,Year,2014,K03000001,Great Britain,10,10,1,Male
693396,Year,2014,K03000001,Great Britain,10,10,0,All
346536,Year,2015,K03000001,Great Britain,10,10,2,Female
363320,Year,2015,K03000001,Great Britain,10,10,1,Male
348469,Year,2016,K03000001,Great Britain,11,11,2,Female
709856,Year,2015,K03000001,Great Britain,10,10,0,All
365542,Year,2016,K03000001,Great Britain,11,11,1,Male
714011,Year,2016,K03000001,Great Britain,11,11,0,All
321505,Year,2013,K03000001,Great Britain,11,11,2,Female
337511,Year,2013,K03000001,Great Britain,11,11,1,Male
659016,Year,2013,K03000001,Great Britain,11,11,0,All
328472,Year,2014,K03000001,Great Britain,11,11,2,Female
345096,Year,2014,K03000001,Great Britain,11,11,1,Male
673568,Year,2014,K03000001,Great Britain,11,11,0,All
356952,Year,2015,K03000001,Great Britain,11,11,1,Male
340535,Year,2015,K03000001,Great Britain,11,11,2,Female
697487,Year,2015,K03000001,Great Britain,11,11,0,All
342577,Year,2016,K03000001,Great Britain,12,12,2,Female
359270,Year,2016,K03000001,Great Britain,12,12,1,Male
701847,Year,2016,K03000001,Great Britain,12,12,0,All
331548,Year,2013,K03000001,Great Britain,12,12,2,Female
345904,Year,2013,K03000001,Great Britain,12,12,1,Male
677452,Year,2013,K03000001,Great Britain,12,12,0,All
323454,Year,2014,K03000001,Great Britain,12,12,2,Female
339316,Year,2014,K03000001,Great Britain,12,12,1,Male
662770,Year,2014,K03000001,Great Britain,12,12,0,All
330452,Year,2015,K03000001,Great Britain,12,12,2,Female
347186,Year,2015,K03000001,Great Britain,12,12,1,Male
677638,Year,2015,K03000001,Great Britain,12,12,0,All
332430,Year,2016,K03000001,Great Britain,13,13,2,Female
349415,Year,2016,K03000001,Great Britain,13,13,1,Male
681845,Year,2016,K03000001,Great Britain,13,13,0,All
338873,Year,2013,K03000001,Great Britain,13,13,2,Female
356257,Year,2013,K03000001,Great Britain,13,13,1,Male
695130,Year,2013,K03000001,Great Britain,13,13,0,All
333407,Year,2014,K03000001,Great Britain,13,13,2,Female
347807,Year,2014,K03000001,Great Britain,13,13,1,Male
681214,Year,2014,K03000001,Great Britain,13,13,0,All
341440,Year,2015,K03000001,Great Britain,13,13,1,Male
325438,Year,2015,K03000001,Great Britain,13,13,2,Female
666878,Year,2015,K03000001,Great Britain,13,13,0,All
327135,Year,2016,K03000001,Great Britain,14,14,2,Female
343953,Year,2016,K03000001,Great Britain,14,14,1,Male
671088,Year,2016,K03000001,Great Britain,14,14,0,All
349820,Year,2013,K03000001,Great Britain,14,14,2,Female
367464,Year,2013,K03000001,Great Britain,14,14,1,Male
717284,Year,2013,K03000001,Great Britain,14,14,0,All
358416,Year,2014,K03000001,Great Britain,14,14,1,Male
340681,Year,2014,K03000001,Great Britain,14,14,2,Female
699097,Year,2014,K03000001,Great Britain,14,14,0,All
335278,Year,2015,K03000001,Great Britain,14,14,2,Female
350253,Year,2015,K03000001,Great Britain,14,14,1,Male
337376,Year,2016,K03000001,Great Britain,15,15,2,Female
685531,Year,2015,K03000001,Great Britain,14,14,0,All
353493,Year,2016,K03000001,Great Britain,15,15,1,Male
690869,Year,2016,K03000001,Great Britain,15,15,0,All
354423,Year,2013,K03000001,Great Britain,15,15,2,Female
372500,Year,2013,K03000001,Great Britain,15,15,1,Male
726923,Year,2013,K03000001,Great Britain,15,15,0,All
351697,Year,2014,K03000001,Great Britain,15,15,2,Female
369797,Year,2014,K03000001,Great Britain,15,15,1,Male
721494,Year,2014,K03000001,Great Britain,15,15,0,All
342675,Year,2015,K03000001,Great Britain,15,15,2,Female
703877,Year,2015,K03000001,Great Britain,15,15,0,All
361202,Year,2015,K03000001,Great Britain,15,15,1,Male
344901,Year,2016,K03000001,Great Britain,16,16,2,Female
364463,Year,2016,K03000001,Great Britain,16,16,1,Male
709364,Year,2016,K03000001,Great Britain,16,16,0,All
364353,Year,2013,K03000001,Great Britain,16,16,2,Female
383263,Year,2013,K03000001,Great Britain,16,16,1,Male
747616,Year,2013,K03000001,Great Britain,16,16,0,All
356414,Year,2014,K03000001,Great Britain,16,16,2,Female
374804,Year,2014,K03000001,Great Britain,16,16,1,Male
731218,Year,2014,K03000001,Great Britain,16,16,0,All
353670,Year,2015,K03000001,Great Britain,16,16,2,Female
372626,Year,2015,K03000001,Great Britain,16,16,1,Male
726296,Year,2015,K03000001,Great Britain,16,16,0,All
356570,Year,2016,K03000001,Great Britain,17,17,2,Female
376914,Year,2016,K03000001,Great Britain,17,17,1,Male
733484,Year,2016,K03000001,Great Britain,17,17,0,All
386076,Year,2013,K03000001,Great Britain,17,17,1,Male
361911,Year,2013,K03000001,Great Britain,17,17,2,Female
747987,Year,2013,K03000001,Great Britain,17,17,0,All
366763,Year,2014,K03000001,Great Britain,17,17,2,Female
386589,Year,2014,K03000001,Great Britain,17,17,1,Male
753352,Year,2014,K03000001,Great Britain,17,17,0,All
359265,Year,2015,K03000001,Great Britain,17,17,2,Female
378614,Year,2015,K03000001,Great Britain,17,17,1,Male
363542,Year,2016,K03000001,Great Britain,18,18,2,Female
737879,Year,2015,K03000001,Great Britain,17,17,0,All
383603,Year,2016,K03000001,Great Britain,18,18,1,Male
747145,Year,2016,K03000001,Great Britain,18,18,0,All
365494,Year,2013,K03000001,Great Britain,18,18,2,Female
385288,Year,2013,K03000001,Great Britain,18,18,1,Male
750782,Year,2013,K03000001,Great Britain,18,18,0,All
365570,Year,2014,K03000001,Great Britain,18,18,2,Female
390080,Year,2014,K03000001,Great Britain,18,18,1,Male
755650,Year,2014,K03000001,Great Britain,18,18,0,All
371109,Year,2015,K03000001,Great Britain,18,18,2,Female
391296,Year,2015,K03000001,Great Britain,18,18,1,Male
762405,Year,2015,K03000001,Great Britain,18,18,0,All
379553,Year,2016,K03000001,Great Britain,19,19,2,Female
400139,Year,2016,K03000001,Great Britain,19,19,1,Male
779692,Year,2016,K03000001,Great Britain,19,19,0,All
383853,Year,2013,K03000001,Great Britain,19,19,2,Female
786884,Year,2013,K03000001,Great Britain,19,19,0,All
403031,Year,2013,K03000001,Great Britain,19,19,1,Male
373308,Year,2014,K03000001,Great Britain,19,19,2,Female
392650,Year,2014,K03000001,Great Britain,19,19,1,Male
765958,Year,2014,K03000001,Great Britain,19,19,0,All
374416,Year,2015,K03000001,Great Britain,19,19,2,Female
398390,Year,2015,K03000001,Great Britain,19,19,1,Male
382582,Year,2016,K03000001,Great Britain,20,20,2,Female
772806,Year,2015,K03000001,Great Britain,19,19,0,All
407826,Year,2016,K03000001,Great Britain,20,20,1,Male
790408,Year,2016,K03000001,Great Britain,20,20,0,All
393295,Year,2013,K03000001,Great Britain,20,20,2,Female
407247,Year,2013,K03000001,Great Britain,20,20,1,Male
800542,Year,2013,K03000001,Great Britain,20,20,0,All
391419,Year,2014,K03000001,Great Britain,20,20,2,Female
410772,Year,2014,K03000001,Great Britain,20,20,1,Male
802191,Year,2014,K03000001,Great Britain,20,20,0,All
401724,Year,2015,K03000001,Great Britain,20,20,1,Male
381879,Year,2015,K03000001,Great Britain,20,20,2,Female
783603,Year,2015,K03000001,Great Britain,20,20,0,All
387387,Year,2016,K03000001,Great Britain,21,21,2,Female
409993,Year,2016,K03000001,Great Britain,21,21,1,Male
797380,Year,2016,K03000001,Great Britain,21,21,0,All
412854,Year,2013,K03000001,Great Britain,21,21,2,Female
420563,Year,2013,K03000001,Great Britain,21,21,1,Male
833417,Year,2013,K03000001,Great Britain,21,21,0,All
398354,Year,2014,K03000001,Great Britain,21,21,2,Female
413891,Year,2014,K03000001,Great Britain,21,21,1,Male
812245,Year,2014,K03000001,Great Britain,21,21,0,All
397983,Year,2015,K03000001,Great Britain,21,21,2,Female
418751,Year,2015,K03000001,Great Britain,21,21,1,Male
816734,Year,2015,K03000001,Great Britain,21,21,0,All
404413,Year,2016,K03000001,Great Britain,22,22,2,Female
831379,Year,2016,K03000001,Great Britain,22,22,0,All
426966,Year,2016,K03000001,Great Britain,22,22,1,Male
422413,Year,2013,K03000001,Great Britain,22,22,2,Female
438169,Year,2013,K03000001,Great Britain,22,22,1,Male
860582,Year,2013,K03000001,Great Britain,22,22,0,All
419387,Year,2014,K03000001,Great Britain,22,22,2,Female
426822,Year,2014,K03000001,Great Britain,22,22,1,Male
846209,Year,2014,K03000001,Great Britain,22,22,0,All
406423,Year,2015,K03000001,Great Britain,22,22,2,Female
828218,Year,2015,K03000001,Great Britain,22,22,0,All
421795,Year,2015,K03000001,Great Britain,22,22,1,Male
413137,Year,2016,K03000001,Great Britain,23,23,2,Female
429805,Year,2016,K03000001,Great Britain,23,23,1,Male
842942,Year,2016,K03000001,Great Britain,23,23,0,All
417919,Year,2013,K03000001,Great Britain,23,23,2,Female
433661,Year,2013,K03000001,Great Britain,23,23,1,Male
851580,Year,2013,K03000001,Great Britain,23,23,0,All
428525,Year,2014,K03000001,Great Britain,23,23,2,Female
443926,Year,2014,K03000001,Great Britain,23,23,1,Male
872451,Year,2014,K03000001,Great Britain,23,23,0,All
427153,Year,2015,K03000001,Great Britain,23,23,2,Female
434123,Year,2015,K03000001,Great Britain,23,23,1,Male
861276,Year,2015,K03000001,Great Britain,23,23,0,All
432028,Year,2016,K03000001,Great Britain,24,24,2,Female
440870,Year,2016,K03000001,Great Britain,24,24,1,Male
872898,Year,2016,K03000001,Great Britain,24,24,0,All
420094,Year,2013,K03000001,Great Britain,24,24,2,Female
425780,Year,2013,K03000001,Great Britain,24,24,1,Male
845874,Year,2013,K03000001,Great Britain,24,24,0,All
421987,Year,2014,K03000001,Great Britain,24,24,2,Female
437453,Year,2014,K03000001,Great Britain,24,24,1,Male
859440,Year,2014,K03000001,Great Britain,24,24,0,All
434465,Year,2015,K03000001,Great Britain,24,24,2,Female
449845,Year,2015,K03000001,Great Britain,24,24,1,Male
438392,Year,2016,K03000001,Great Britain,25,25,2,Female
884310,Year,2015,K03000001,Great Britain,24,24,0,All
456103,Year,2016,K03000001,Great Britain,25,25,1,Male
894495,Year,2016,K03000001,Great Britain,25,25,0,All
427806,Year,2013,K03000001,Great Britain,25,25,2,Female
428468,Year,2013,K03000001,Great Britain,25,25,1,Male
856274,Year,2013,K03000001,Great Britain,25,25,0,All
423390,Year,2014,K03000001,Great Britain,25,25,2,Female
429669,Year,2014,K03000001,Great Britain,25,25,1,Male
853059,Year,2014,K03000001,Great Britain,25,25,0,All
426921,Year,2015,K03000001,Great Britain,25,25,2,Female
443031,Year,2015,K03000001,Great Britain,25,25,1,Male
869952,Year,2015,K03000001,Great Britain,25,25,0,All
448569,Year,2016,K03000001,Great Britain,26,26,1,Male
431067,Year,2016,K03000001,Great Britain,26,26,2,Female
879636,Year,2016,K03000001,Great Britain,26,26,0,All
422250,Year,2013,K03000001,Great Britain,26,26,2,Female
415665,Year,2013,K03000001,Great Britain,26,26,1,Male
837915,Year,2013,K03000001,Great Britain,26,26,0,All
430868,Year,2014,K03000001,Great Britain,26,26,2,Female
431993,Year,2014,K03000001,Great Britain,26,26,1,Male
862861,Year,2014,K03000001,Great Britain,26,26,0,All
428325,Year,2015,K03000001,Great Britain,26,26,2,Female
434463,Year,2015,K03000001,Great Britain,26,26,1,Male
862788,Year,2015,K03000001,Great Britain,26,26,0,All
432091,Year,2016,K03000001,Great Britain,27,27,2,Female
439867,Year,2016,K03000001,Great Britain,27,27,1,Male
871958,Year,2016,K03000001,Great Britain,27,27,0,All
422606,Year,2013,K03000001,Great Britain,27,27,2,Female
424799,Year,2013,K03000001,Great Britain,27,27,1,Male
847405,Year,2013,K03000001,Great Britain,27,27,0,All
425280,Year,2014,K03000001,Great Britain,27,27,2,Female
418444,Year,2014,K03000001,Great Britain,27,27,1,Male
843724,Year,2014,K03000001,Great Britain,27,27,0,All
435610,Year,2015,K03000001,Great Britain,27,27,2,Female
436613,Year,2015,K03000001,Great Britain,27,27,1,Male
872223,Year,2015,K03000001,Great Britain,27,27,0,All
439291,Year,2016,K03000001,Great Britain,28,28,2,Female
441350,Year,2016,K03000001,Great Britain,28,28,1,Male
880641,Year,2016,K03000001,Great Britain,28,28,0,All
425134,Year,2013,K03000001,Great Britain,28,28,2,Female
851339,Year,2013,K03000001,Great Britain,28,28,0,All
426205,Year,2013,K03000001,Great Britain,28,28,1,Male
425062,Year,2014,K03000001,Great Britain,28,28,2,Female
427064,Year,2014,K03000001,Great Britain,28,28,1,Male
852126,Year,2014,K03000001,Great Britain,28,28,0,All
429416,Year,2015,K03000001,Great Britain,28,28,2,Female
422230,Year,2015,K03000001,Great Britain,28,28,1,Male
851646,Year,2015,K03000001,Great Britain,28,28,0,All
432718,Year,2016,K03000001,Great Britain,29,29,2,Female
859872,Year,2016,K03000001,Great Britain,29,29,0,All
427154,Year,2016,K03000001,Great Britain,29,29,1,Male
418126,Year,2013,K03000001,Great Britain,29,29,2,Female
415167,Year,2013,K03000001,Great Britain,29,29,1,Male
833293,Year,2013,K03000001,Great Britain,29,29,0,All
427761,Year,2014,K03000001,Great Britain,29,29,2,Female
428510,Year,2014,K03000001,Great Britain,29,29,1,Male
856271,Year,2014,K03000001,Great Britain,29,29,0,All
431154,Year,2015,K03000001,Great Britain,29,29,1,Male
429146,Year,2015,K03000001,Great Britain,29,29,2,Female
860300,Year,2015,K03000001,Great Britain,29,29,0,All
431697,Year,2016,K03000001,Great Britain,30,30,2,Female
434757,Year,2016,K03000001,Great Britain,30,30,1,Male
866454,Year,2016,K03000001,Great Britain,30,30,0,All
424140,Year,2013,K03000001,Great Britain,30,30,2,Female
418121,Year,2013,K03000001,Great Britain,30,30,1,Male
420053,Year,2014,K03000001,Great Britain,30,30,2,Female
842261,Year,2013,K03000001,Great Britain,30,30,0,All
416733,Year,2014,K03000001,Great Britain,30,30,1,Male
836786,Year,2014,K03000001,Great Britain,30,30,0,All
430923,Year,2015,K03000001,Great Britain,30,30,2,Female
431142,Year,2015,K03000001,Great Britain,30,30,1,Male
862065,Year,2015,K03000001,Great Britain,30,30,0,All
434603,Year,2016,K03000001,Great Britain,31,31,1,Male
432380,Year,2016,K03000001,Great Britain,31,31,2,Female
866983,Year,2016,K03000001,Great Britain,31,31,0,All
425548,Year,2013,K03000001,Great Britain,31,31,2,Female
417723,Year,2013,K03000001,Great Britain,31,31,1,Male
843271,Year,2013,K03000001,Great Britain,31,31,0,All
425201,Year,2014,K03000001,Great Britain,31,31,2,Female
420032,Year,2014,K03000001,Great Britain,31,31,1,Male
845233,Year,2014,K03000001,Great Britain,31,31,0,All
422064,Year,2015,K03000001,Great Britain,31,31,2,Female
841865,Year,2015,K03000001,Great Britain,31,31,0,All
419801,Year,2015,K03000001,Great Britain,31,31,1,Male
423760,Year,2016,K03000001,Great Britain,32,32,2,Female
422655,Year,2016,K03000001,Great Britain,32,32,1,Male
846415,Year,2016,K03000001,Great Britain,32,32,0,All
428067,Year,2013,K03000001,Great Britain,32,32,2,Female
422519,Year,2013,K03000001,Great Britain,32,32,1,Male
850586,Year,2013,K03000001,Great Britain,32,32,0,All
426660,Year,2014,K03000001,Great Britain,32,32,2,Female
418921,Year,2014,K03000001,Great Britain,32,32,1,Male
845581,Year,2014,K03000001,Great Britain,32,32,0,All
427270,Year,2015,K03000001,Great Britain,32,32,2,Female
422391,Year,2015,K03000001,Great Britain,32,32,1,Male
849661,Year,2015,K03000001,Great Britain,32,32,0,All
424286,Year,2016,K03000001,Great Britain,33,33,1,Male
428565,Year,2016,K03000001,Great Britain,33,33,2,Female
852851,Year,2016,K03000001,Great Britain,33,33,0,All
423126,Year,2013,K03000001,Great Britain,33,33,1,Male
428094,Year,2013,K03000001,Great Britain,33,33,2,Female
851220,Year,2013,K03000001,Great Britain,33,33,0,All
429063,Year,2014,K03000001,Great Britain,33,33,2,Female
423409,Year,2014,K03000001,Great Britain,33,33,1,Male
852472,Year,2014,K03000001,Great Britain,33,33,0,All
428510,Year,2015,K03000001,Great Britain,33,33,2,Female
420376,Year,2015,K03000001,Great Britain,33,33,1,Male
429396,Year,2016,K03000001,Great Britain,34,34,2,Female
848886,Year,2015,K03000001,Great Britain,33,33,0,All
422235,Year,2016,K03000001,Great Britain,34,34,1,Male
851631,Year,2016,K03000001,Great Britain,34,34,0,All
409052,Year,2013,K03000001,Great Britain,34,34,2,Female
407861,Year,2013,K03000001,Great Britain,34,34,1,Male
816913,Year,2013,K03000001,Great Britain,34,34,0,All
428916,Year,2014,K03000001,Great Britain,34,34,2,Female
423975,Year,2014,K03000001,Great Britain,34,34,1,Male
852891,Year,2014,K03000001,Great Britain,34,34,0,All
430531,Year,2015,K03000001,Great Britain,34,34,2,Female
424885,Year,2015,K03000001,Great Britain,34,34,1,Male
855416,Year,2015,K03000001,Great Britain,34,34,0,All
431343,Year,2016,K03000001,Great Britain,35,35,2,Female
426335,Year,2016,K03000001,Great Britain,35,35,1,Male
857678,Year,2016,K03000001,Great Britain,35,35,0,All
381243,Year,2013,K03000001,Great Britain,35,35,2,Female
761366,Year,2013,K03000001,Great Britain,35,35,0,All
380123,Year,2013,K03000001,Great Britain,35,35,1,Male
409983,Year,2014,K03000001,Great Britain,35,35,2,Female
408067,Year,2014,K03000001,Great Britain,35,35,1,Male
818050,Year,2014,K03000001,Great Britain,35,35,0,All
430235,Year,2015,K03000001,Great Britain,35,35,2,Female
425173,Year,2015,K03000001,Great Britain,35,35,1,Male
431395,Year,2016,K03000001,Great Britain,36,36,2,Female
855408,Year,2015,K03000001,Great Britain,35,35,0,All
426482,Year,2016,K03000001,Great Britain,36,36,1,Male
857877,Year,2016,K03000001,Great Britain,36,36,0,All
374886,Year,2013,K03000001,Great Britain,36,36,2,Female
375357,Year,2013,K03000001,Great Britain,36,36,1,Male
750243,Year,2013,K03000001,Great Britain,36,36,0,All
382254,Year,2014,K03000001,Great Britain,36,36,2,Female
380247,Year,2014,K03000001,Great Britain,36,36,1,Male
762501,Year,2014,K03000001,Great Britain,36,36,0,All
408990,Year,2015,K03000001,Great Britain,36,36,1,Male
411578,Year,2015,K03000001,Great Britain,36,36,2,Female
820568,Year,2015,K03000001,Great Britain,36,36,0,All
412674,Year,2016,K03000001,Great Britain,37,37,2,Female
410196,Year,2016,K03000001,Great Britain,37,37,1,Male
822870,Year,2016,K03000001,Great Britain,37,37,0,All
384228,Year,2013,K03000001,Great Britain,37,37,2,Female
380782,Year,2013,K03000001,Great Britain,37,37,1,Male
765010,Year,2013,K03000001,Great Britain,37,37,0,All
375743,Year,2014,K03000001,Great Britain,37,37,2,Female
375374,Year,2014,K03000001,Great Britain,37,37,1,Male
751117,Year,2014,K03000001,Great Britain,37,37,0,All
383779,Year,2015,K03000001,Great Britain,37,37,2,Female
381016,Year,2015,K03000001,Great Britain,37,37,1,Male
384563,Year,2016,K03000001,Great Britain,38,38,2,Female
764795,Year,2015,K03000001,Great Britain,37,37,0,All
382297,Year,2016,K03000001,Great Britain,38,38,1,Male
766860,Year,2016,K03000001,Great Britain,38,38,0,All
392170,Year,2013,K03000001,Great Britain,38,38,2,Female
388160,Year,2013,K03000001,Great Britain,38,38,1,Male
780330,Year,2013,K03000001,Great Britain,38,38,0,All
385079,Year,2014,K03000001,Great Britain,38,38,2,Female
381071,Year,2014,K03000001,Great Britain,38,38,1,Male
766150,Year,2014,K03000001,Great Britain,38,38,0,All
377014,Year,2015,K03000001,Great Britain,38,38,2,Female
753258,Year,2015,K03000001,Great Britain,38,38,0,All
376244,Year,2015,K03000001,Great Britain,38,38,1,Male
377791,Year,2016,K03000001,Great Britain,39,39,2,Female
376900,Year,2016,K03000001,Great Britain,39,39,1,Male
754691,Year,2016,K03000001,Great Britain,39,39,0,All
399821,Year,2013,K03000001,Great Britain,39,39,2,Female
394283,Year,2013,K03000001,Great Britain,39,39,1,Male
794104,Year,2013,K03000001,Great Britain,39,39,0,All
388080,Year,2014,K03000001,Great Britain,39,39,1,Male
392810,Year,2014,K03000001,Great Britain,39,39,2,Female
780890,Year,2014,K03000001,Great Britain,39,39,0,All
386330,Year,2015,K03000001,Great Britain,39,39,2,Female
381371,Year,2015,K03000001,Great Britain,39,39,1,Male
387568,Year,2016,K03000001,Great Britain,40,40,2,Female
767701,Year,2015,K03000001,Great Britain,39,39,0,All
381843,Year,2016,K03000001,Great Britain,40,40,1,Male
769411,Year,2016,K03000001,Great Britain,40,40,0,All
417893,Year,2013,K03000001,Great Britain,40,40,2,Female
412607,Year,2013,K03000001,Great Britain,40,40,1,Male
830500,Year,2013,K03000001,Great Britain,40,40,0,All
400501,Year,2014,K03000001,Great Britain,40,40,2,Female
394041,Year,2014,K03000001,Great Britain,40,40,1,Male
794542,Year,2014,K03000001,Great Britain,40,40,0,All
394166,Year,2015,K03000001,Great Britain,40,40,2,Female
388460,Year,2015,K03000001,Great Britain,40,40,1,Male
782626,Year,2015,K03000001,Great Britain,40,40,0,All
394979,Year,2016,K03000001,Great Britain,41,41,2,Female
388548,Year,2016,K03000001,Great Britain,41,41,1,Male
783527,Year,2016,K03000001,Great Britain,41,41,0,All
437060,Year,2013,K03000001,Great Britain,41,41,2,Female
430178,Year,2013,K03000001,Great Britain,41,41,1,Male
867238,Year,2013,K03000001,Great Britain,41,41,0,All
418162,Year,2014,K03000001,Great Britain,41,41,2,Female
412319,Year,2014,K03000001,Great Britain,41,41,1,Male
830481,Year,2014,K03000001,Great Britain,41,41,0,All
401178,Year,2015,K03000001,Great Britain,41,41,2,Female
394125,Year,2015,K03000001,Great Britain,41,41,1,Male
402546,Year,2016,K03000001,Great Britain,42,42,2,Female
795303,Year,2015,K03000001,Great Britain,41,41,0,All
394976,Year,2016,K03000001,Great Britain,42,42,1,Male
797522,Year,2016,K03000001,Great Britain,42,42,0,All
454995,Year,2013,K03000001,Great Britain,42,42,2,Female
441620,Year,2013,K03000001,Great Britain,42,42,1,Male
896615,Year,2013,K03000001,Great Britain,42,42,0,All
437493,Year,2014,K03000001,Great Britain,42,42,2,Female
430124,Year,2014,K03000001,Great Britain,42,42,1,Male
867617,Year,2014,K03000001,Great Britain,42,42,0,All
418915,Year,2015,K03000001,Great Britain,42,42,2,Female
412822,Year,2015,K03000001,Great Britain,42,42,1,Male
831737,Year,2015,K03000001,Great Britain,42,42,0,All
419808,Year,2016,K03000001,Great Britain,43,43,2,Female
413344,Year,2016,K03000001,Great Britain,43,43,1,Male
833152,Year,2016,K03000001,Great Britain,43,43,0,All
443732,Year,2013,K03000001,Great Britain,43,43,2,Female
431878,Year,2013,K03000001,Great Britain,43,43,1,Male
875610,Year,2013,K03000001,Great Britain,43,43,0,All
455061,Year,2014,K03000001,Great Britain,43,43,2,Female
441539,Year,2014,K03000001,Great Britain,43,43,1,Male
896600,Year,2014,K03000001,Great Britain,43,43,0,All
438058,Year,2015,K03000001,Great Britain,43,43,2,Female
430659,Year,2015,K03000001,Great Britain,43,43,1,Male
868717,Year,2015,K03000001,Great Britain,43,43,0,All
438783,Year,2016,K03000001,Great Britain,44,44,2,Female
431515,Year,2016,K03000001,Great Britain,44,44,1,Male
870298,Year,2016,K03000001,Great Britain,44,44,0,All
455796,Year,2013,K03000001,Great Britain,44,44,2,Female
898466,Year,2013,K03000001,Great Britain,44,44,0,All
442670,Year,2013,K03000001,Great Britain,44,44,1,Male
443706,Year,2014,K03000001,Great Britain,44,44,2,Female
431902,Year,2014,K03000001,Great Britain,44,44,1,Male
875608,Year,2014,K03000001,Great Britain,44,44,0,All
455471,Year,2015,K03000001,Great Britain,44,44,2,Female
442307,Year,2015,K03000001,Great Britain,44,44,1,Male
897778,Year,2015,K03000001,Great Britain,44,44,0,All
456194,Year,2016,K03000001,Great Britain,45,45,2,Female
442748,Year,2016,K03000001,Great Britain,45,45,1,Male
898942,Year,2016,K03000001,Great Britain,45,45,0,All
455839,Year,2013,K03000001,Great Britain,45,45,2,Female
442914,Year,2013,K03000001,Great Britain,45,45,1,Male
898753,Year,2013,K03000001,Great Britain,45,45,0,All
455904,Year,2014,K03000001,Great Britain,45,45,2,Female
442636,Year,2014,K03000001,Great Britain,45,45,1,Male
898540,Year,2014,K03000001,Great Britain,45,45,0,All
432443,Year,2015,K03000001,Great Britain,45,45,1,Male
444135,Year,2015,K03000001,Great Britain,45,45,2,Female
876578,Year,2015,K03000001,Great Britain,45,45,0,All
432846,Year,2016,K03000001,Great Britain,46,46,1,Male
444811,Year,2016,K03000001,Great Britain,46,46,2,Female
877657,Year,2016,K03000001,Great Britain,46,46,0,All
460518,Year,2013,K03000001,Great Britain,46,46,2,Female
451391,Year,2013,K03000001,Great Britain,46,46,1,Male
455970,Year,2014,K03000001,Great Britain,46,46,2,Female
911909,Year,2013,K03000001,Great Britain,46,46,0,All
442734,Year,2014,K03000001,Great Britain,46,46,1,Male
898704,Year,2014,K03000001,Great Britain,46,46,0,All
456365,Year,2015,K03000001,Great Britain,46,46,2,Female
442865,Year,2015,K03000001,Great Britain,46,46,1,Male
899230,Year,2015,K03000001,Great Britain,46,46,0,All
456678,Year,2016,K03000001,Great Britain,47,47,2,Female
443085,Year,2016,K03000001,Great Britain,47,47,1,Male
899763,Year,2016,K03000001,Great Britain,47,47,0,All
462826,Year,2013,K03000001,Great Britain,47,47,2,Female
448955,Year,2013,K03000001,Great Britain,47,47,1,Male
911781,Year,2013,K03000001,Great Britain,47,47,0,All
460600,Year,2014,K03000001,Great Britain,47,47,2,Female
451126,Year,2014,K03000001,Great Britain,47,47,1,Male
911726,Year,2014,K03000001,Great Britain,47,47,0,All
456409,Year,2015,K03000001,Great Britain,47,47,2,Female
899420,Year,2015,K03000001,Great Britain,47,47,0,All
443011,Year,2015,K03000001,Great Britain,47,47,1,Male
456572,Year,2016,K03000001,Great Britain,48,48,2,Female
899736,Year,2016,K03000001,Great Britain,48,48,0,All
443164,Year,2016,K03000001,Great Britain,48,48,1,Male
466480,Year,2013,K03000001,Great Britain,48,48,2,Female
452991,Year,2013,K03000001,Great Britain,48,48,1,Male
919471,Year,2013,K03000001,Great Britain,48,48,0,All
448512,Year,2014,K03000001,Great Britain,48,48,1,Male
